Function,ncalls,tottime,percall,cumtime,percall
         123711 function calls (115622 primitive calls) in 0.803 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1590(path_hook_for_FileFinder)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\_methods.py:61(_all)
       90    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexing.py:1063(<genexpr>)
       68    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\_config\config.py:638(_translate_key)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:271(get_dtypes)
       20    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\base.py:46(__len__)
      171    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:2009(_block)
     16/7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:174(getwidth)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\contextlib.py:482(__exit__)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1852(set_names)
        4    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis0_int64_int64}
       42    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexers\utils.py:127(check_setitem_lengths)
       83    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\construction.py:713(_sanitize_str_dtypes)
       69    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexing.py:1108(_validate_key)
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:1247(is_dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:327(_maybe_dedup_names)
        6    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
       10    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:375(dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:678(_trim_join_unit)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:781(<genexpr>)
       14    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1860(<listcomp>)
       80    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\numeric.py:1348(normalize_axis_tuple)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1747(_add_action)
      102    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:664(ndim)
       46    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:2058(dtype)
       44    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:1439(_set_names)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:504(astype)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\format.py:685(_initialize_justify)
       21    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       50    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\numerictypes.py:282(issubclass_)
      182    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:151(classes_and_not_datetimelike)
       97    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:164(__getitem__)
       16    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_datetimelike_array}
       68    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\_config\config.py:579(_select_options)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1752(_validate_names)
      120    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexing.py:810(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:197(_set_noconvert_columns)
       84    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:870(_reset_identity)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\algorithms.py:197(_reconstruct_data)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\tkinter\__init__.py:2189(wm_protocol)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1388(add_argument_group)
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:7456(unpack_nested_dtype)
       14    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:1004(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\dtypes.py:208(_from_values_or_dtype)
       41    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_blkno_placements}
       20    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\tkinter\commondialog.py:18(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:2398(_fast_count_smallints)
       43    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1589(_add_action)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\algorithms.py:117(_ensure_data)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\numerictypes.py:597(find_common_type)
       27    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\os.py:740(encodekey)
       45    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:254(get)
      319    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\typing.py:1149(cast)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\enum.py:938(__and__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\encodings\cp1252.py:22(decode)
        3    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
        4    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\typing.py:868(__new__)
       30    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\getlimits.py:679(min)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\platform.py:583(_node)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5411(<listcomp>)
      110    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:500(dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2836(isna)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\range.py:195(_data)
       24    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\base.py:124(_reset_cache)
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:6205(_maybe_promote)
       52    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:233(is_single_block)
      182    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       14    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:815(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:188(is_bool)
      239    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1567(__init__)
       27    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:236(make_block_same_class)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:140(has_mi_columns)
       83    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\construction.py:733(_maybe_repeat)
      287    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:6569(_maybe_cast_indexer)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:168(_number_format)
       38    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\algorithms.py:1484(take)
       10    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\concat.py:366(needs_filling)
        2    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKeyEx}
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2581(is_object)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:1390(_indexed_same)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\api.py:316(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\series.py:1289(_maybe_update_cacher)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(atleast_2d)
       11    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:544(copy)
       26    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:2237(_grouping_func)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\ops\dispatch.py:13(should_extension_dispatch)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:345(apply)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\numerictypes.py:573(_can_coerce_all)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ravel)
       11    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1004(coerce_indexer_dtype)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\nanops.py:217(_maybe_get_mask)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:179(data_index)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
      103    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:1283(_is_potential_multi_index)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\subprocess.py:954(_get_devnull)
       40    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:323(should_store)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:7437(get_unanimous_names)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:430(is_inferred_bool_dtype)
      156    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\flags.py:53(allows_duplicate_labels)
       48    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:317(_can_hold_element)
       53    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:233(__next)
        9    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
       40    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1856(take_action)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\format.py:429(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\ntpath.py:77(join)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\typing.py:255(inner)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1493(_get_spec)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\common.py:268(is_fsspec_url)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\platform.py:230(_norm_version)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4205(_validate_positional_slice)
        3    0.000    0.000    0.000    0.000 {built-in method _operator.truediv}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1398(_add_action)
       41    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\range.py:946(__len__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      170    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
       23    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:113(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\astype.py:239(astype_array_safe)
        2    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis0_float64_float64}
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:687(size)
        2    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:830(_rename)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\reshape\concat.py:476(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method nt.open}
      179    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      195    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       16    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\urllib\parse.py:420(_remove_unsafe_bytes_from_url)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\roperator.py:10(radd)
       40    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexing.py:2185(_ensure_iterable_column_indexer)
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:3934(_coerce_indexer_frozen)
        2    0.000    0.000    0.000    0.000 {method 'delete' of 'pandas._libs.internals.BlockPlacement' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\frame.py:12012(_reindex_for_setitem)
       48    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexing.py:139(iloc)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\frame.py:951(_values)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\util\_validators.py:449(validate_ascending)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\format.py:667(_initialize_sparsify)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\_collections_abc.py:664(__contains__)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:1478(_get_optional_kwargs)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\ops\missing.py:140(dispatch_fill_zeros)
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:6303(_is_comparable_dtype)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:518(_construct_axes_from_arguments)
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:114(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\api.py:256(_find_common_index_dtype)
        8    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\ntpath.py:214(basename)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\contextlib.py:381(_exit_wrapper)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:783(levels)
       37    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:839(is_)
      109    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       40    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexing.py:899(_validate_key_length)
       69    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\ntpath.py:124(splitdrive)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1942(to_2d_mgr)
       20    0.000    0.000    0.000    0.000 {built-in method _tkinter._flatten}
       88    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        9    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\ops\array_ops.py:445(maybe_prepare_scalar_for_op)
        9    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\common.py:192(all_none)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:112(_initialize_index_label)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
        5    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:192(is_sparse)
      122    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:1699(_is_label_reference)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\ntpath.py:180(split)
       34    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:537(is_string_or_object_np_dtype)
        4    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\parsers\base_parser.py:370(_make_index)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\subprocess.py:1206(_make_inheritable)
       38    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\util\_validators.py:226(validate_bool_kwarg)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(where)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:1392(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\range.py:385(get_loc)
       32    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\cast.py:1422(sanitize_to_nanoseconds)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\_methods.py:47(_sum)
        9    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       55    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:586(_format_args)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:104(header)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\gettext.py:212(_expand_lang)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\shape_base.py:81(atleast_2d)
        5    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1023(view)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\ops\common.py:99(_maybe_match_name)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\range.py:173(_simple_new)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:376(_split_op_result)
       16    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\base.py:494(find)
        8    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       15    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\_asarray.py:112(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2955(prod)
       40    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\common.py:313(is_null_slice)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:224(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\vocabulary\src\interro.py:232(compute_success_rate)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1823(_set_names)
       16    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\urllib\parse.py:113(_coerce_args)
       61    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\_dtype.py:24(_kind_name)
       58    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\pathlib.py:945(parent)
        6    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:2372(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\arrays\categorical.py:764(codes)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:279(getitem_block)
       12    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\enum.py:313(__call__)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:121(_get_index_label_from_obj)
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1204(is_numeric_dtype)
      149    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\base.py:324(ndim)
       21    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:165(_can_hold_na)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\argparse.py:2358(_get_values)
       30    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\getlimits.py:692(max)
       32    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1240(value_getitem)
        9    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\ops\array_ops.py:514(_bool_arith_check)
        4    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\pathlib.py:728(__fspath__)
        7    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\series.py:846(__array__)
       81    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\typing.py:720(__hash__)
       16    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:102(is_file_like)
       13    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:570(_get_block_manager_axis)
        3    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\indexes\multi.py:788(<listcomp>)
       11    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1781(ravel)
        8    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\dtypes\concat.py:103(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\core\generic.py:1726(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:47(CSVFormatter)
       42    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\sre_parse.py:172(append)
       22    0.000    0.000    0.000    0.000 C:\Users\benoi\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:426(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:553(_classify_pyc)
        1    0.000    0.000    0.000    0.000 C:\Users\benoi\vocabulary\src\interro.py:186(create_random_step)
